Pincode,City,State,Delhivery,GATI,V-Xpress,Safexpress,Movin,DP World,Criticalog,Blue Dart,Baral,DTDC,Ethics,Ethics
625529,Usilampatti,Tamil Nadu,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-B,NSZ,NSZ
205147,Shikohabad,Uttar Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
305815,Kishangarh,Rajasthan,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
233221,Aunrihar,Uttar Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
530024,Visakhapatnam,Andhra Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
690502,Kayamkulam,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA-D,ODA-A,Serviceable,NSZ,NSZ,NSZ,ODA-4
520001,Vijayawada,Andhra Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
362205,Junagadh,Gujarat,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
416304,Sangli,Maharashtra,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
637201,Tiruchengode,Tamil Nadu,Serviceable,Serviceable,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
713513,Nabadwip,West Bengal,ODA-A,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
148109,Barnala,Punjab,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
223225,Azamgarh,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
736181,Alipurduar,West Bengal,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
151105,Rampura Phul,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
227802,Musafirkhana,Uttar Pradesh,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
783307,Dhubri,Assam,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
600059,Chennai,Tamil Nadu,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
534442,Eluru,Andhra Pradesh,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
125004,Hisar,Haryana,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,NSZ,NSZ,Serviceable,NSZ,ODA-C,NSZ,NSZ
691551,Adoor,Kerala,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
321410,Bayana,Rajasthan,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
400058,Mumbai,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
828306,Gomoh,Jharkhand,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,ODA-B,NSZ,NSZ
110023,Delhi Ncr,Delhi,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
573121,Belur,Karnataka,Serviceable,ODA-B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
637210,Tiruchengode,Tamil Nadu,Serviceable,Serviceable,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
533229,Ravulapalem,Andhra Pradesh,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
824237,Sherghati,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
585101,Gulbarga,Karnataka,ODA-A,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,NSZ,NSZ,ODA-1
110061,Delhi Ncr,Delhi,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
695125,Kallikkad,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ
229201,Lalganj,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
631052,Arakkonam,Tamil Nadu,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
160004,Zirakpur,Punjab,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
411047,Pune,Maharashtra,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
670705,Kannur,Kerala,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
209726,Kannauj,Uttar Pradesh,Serviceable,Serviceable,ODA-A,ODA-A,NSZ,DIRECT,NSZ,Serviceable,NSZ,ODA-C,NSZ,Regular
787057,Dhemaji,Assam,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
226106,Malihabad,Uttar Pradesh,ODA-A,ODA-A,ODA-A,Serviceable,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,Regular
630612,Madurai,Tamil Nadu,Serviceable,NSZ,ODA-B,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
509351,Mahabubnagar,Telangana,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
415010,Koregaon,Maharashtra,ODA-A,NSZ,Serviceable,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
591182,Belgaum,Karnataka,ODA-A,NSZ,NSZ,Serviceable,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
321303,Bharatpur,Rajasthan,ODA-A,Serviceable,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
141114,Khanna,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,ODA-B,NSZ,ODA-1
415019,Rahimatpur,Maharashtra,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
509104,Kothakota,Telangana,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
444905,Morshi,Maharashtra,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-1
503301,Banswada,Telangana,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
712418,Ilipur,West Bengal,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
185132,Rajouri,Jammu & Kashmir,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
639108,Karur,Tamil Nadu,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
175124,Mandi,Himachal Pradesh,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,ODA-D,NSZ,ODA-3
627754,Sankarankovil,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
743385,Dakshin Barasat,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
326037,Aklera,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-3
485001,Satna,Madhya Pradesh,ODA-A,Serviceable,ODA-B,Serviceable,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
303003,Viratnagar,Rajasthan,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -B,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-2
686610,Koothattukulam,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,ODA-B,NSZ,ODA-1
534312,Jangareddygudem,Andhra Pradesh,Serviceable,NSZ,ODA-D,ODA-A,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
277401,Ballia,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
146107,Garhshanker,Punjab,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
444403,Mangrulpir,Maharashtra,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
222180,Jaunpur,Uttar Pradesh,ODA-A,Serviceable,ODA-A,ODA-A,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
445309,Wani - Yavatmal,Maharashtra,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
461221,Seoni Malwa,Madhya Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
797115,Dimapur,Nagaland,ODA-A,Serviceable,NSZ,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
700139,Maheshtala,West Bengal,Serviceable,Serviceable,Serviceable,ODA-A,ODA-A,DIRECT,Serviceable,ODA-A,NSZ,Serviceable,NSZ,Regular
688537,Ezhupunna,Kerala,ODA-A,NSZ,Serviceable,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-1
517619,Srikalahasti,Andhra Pradesh,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
422011,Nashik,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
202155,Aligarh,Uttar Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
606755,Tiruvannamalai,Tamil Nadu,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
691505,Kottarakkara,Kerala,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
125101,Sangaria,Haryana,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
451443,Khargone,Madhya Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
388320,Anand,Gujarat,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,NSZ,NSZ,ODA-1
244002,Moradabad,Uttar Pradesh,Serviceable,NSZ,NSZ,ODA-A,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,Regular
425401,Amalner,Maharashtra,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-1
605111,Pondicherry,Pondicherry,Serviceable,ODA-A,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
504104,Bhainsa,Telangana,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
821107,Kochas,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
277205,Ballia,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
524344,Sarvepalli,Andhra Pradesh,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,ODA-D,NSZ,NSZ
441804,Sakoli,Maharashtra,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-2
242401,Khutar,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
224221,Tanda,Uttar Pradesh,Serviceable,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
229302,Raebareli,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
141110,Ludhiana,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,ODA-A,NSZ,Regular
688584,Alappuzha,Kerala,ODA-A,ODA-A,NSZ,Serviceable,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,Regular
611106,Nagapattinam,Tamil Nadu,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
502312,Pregnapur,Telangana,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
614014,Mannargudi,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
689109,Chengannur,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
843114,Dholi,Bihar,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
627955,Kovilpatti,Tamil Nadu,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
307023,Pindwara,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
362226,Keshod,Gujarat,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
721141,Midnapore,West Bengal,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
209825,Unnao,Uttar Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
686103,Changanacherry,Kerala,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
761054,Digapahandi,Odisha,Serviceable,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
505451,Karim Nagar,Telangana,Serviceable,Serviceable,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
758043,Anandapur,Odisha,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
783390,Bijni,Assam,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
796751,Tlabung,Mizoram,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
621306,Manapparai,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-2
400053,Mumbai,Maharashtra,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
523330,Markapur,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
517425,Kuppam,Andhra Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
394116,Ankleshwar,Gujarat,ODA-A,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,ODA-1
842006,Muzaffarpur,Bihar,Serviceable,NSZ,ODA-B,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
413225,Solapur,Maharashtra,Serviceable,NSZ,NSZ,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
695607,Venjaramoodu,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-A,NSZ,ODA-1
301020,Neemrana,Rajasthan,ODA-A,NSZ,Serviceable,Serviceable,NSZ,NSZ,ODA-A,ODA-A,NSZ,ODA-B,NSZ,NSZ
690104,Haripad,Kerala,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,Serviceable,Serviceable,NSZ,NSZ,NSZ,NSZ
533101,Rajahmundry,Andhra Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
712406,Khanakul,West Bengal,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
127310,Charkhi Dadri,Haryana,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
788025,Balighat,Assam,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
577425,Hosanagar,Karnataka,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
643212,Gudalur,Tamil Nadu,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
683573,Aluva,Kerala,ODA-A,Serviceable,Serviceable,ODA-A,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,Regular
576001,Manipal,Karnataka,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
570026,Mysore,Karnataka,Serviceable,ODA-A,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
622406,Pudukkottai,Tamil Nadu,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
673643,Kozhikode,Kerala,Serviceable,Serviceable,NSZ,Serviceable,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
402107,Pen,Maharashtra,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
584111,Devadurga,Karnataka,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
275305,Mau,Uttar Pradesh,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
682015,Cochin,Kerala,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
762105,Balliguda,Odisha,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
263676,Moradabad,Uttarakhand,ODA-A,ODA-B,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
534238,Bhimavaram,Andhra Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
848113,Tajpur,Bihar,Serviceable,Serviceable,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-B,NSZ,NSZ
414104,Rahuri,Maharashtra,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
751001,Bhubaneshwar,Odisha,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
735203,Birpara,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -B,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-2
411016,Pune,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
411006,Pune,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
632406,Ranipet,Tamil Nadu,ODA-A,NSZ,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,ODA-C,NSZ,ODA-1
425125,Jalgaon,Maharashtra,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
585309,Shahapur,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
673586,Thamarassery,Kerala,ODA-A,ODA-A,ODA-A,Serviceable,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
847429,Darbhanga,Bihar,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,ODA-A,NSZ,ODA-1
713132,Nanoor,West Bengal,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-B,NSZ,NSZ
784147,Mangaldoi,Assam,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
390009,Vadodara,Gujarat,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
734404,Siliguri,West Bengal,Serviceable,NSZ,NSZ,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
603105,Thiruporur,Tamil Nadu,Serviceable,ODA-A,ODA-A,ODA-A,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
572117,Tumkur,Karnataka,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
413602,Naldurg,Maharashtra,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
793001,Shillong,Meghalaya,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA -C,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-3
370105,Bhuj,Gujarat,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
754208,Salipur,Odisha,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
630562,Sivaganga,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
825326,Kedla,Jharkhand,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
342303,Mathania,Rajasthan,Serviceable,NSZ,ODA-D,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
465331,Shujalpur,Madhya Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-C,NSZ,NSZ
273302,Maharajganj,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
632601,Gudiyattam,Tamil Nadu,ODA-A,ODA-B,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
534111,Nallajerla,Andhra Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
531075,Chodavaram,Andhra Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,Serviceable,ODA -B,ODA-A,NSZ,NSZ,NSZ,NSZ,ODA-2
176093,Jaisinghpur,Himachal Pradesh,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
517403,Chittoor,Andhra Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
786003,Dibrugarh,Assam,Serviceable,Serviceable,NSZ,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,ODA-D,NSZ,ODA-1
623524,Rameswaram,Tamil Nadu,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
